tfidf_cosine_sim,embedding_cosine_sim,reason_resume_sim,skill_overlap_count,skill_overlap_ratio,resume_skill_count,jd_skill_count,skill_gap,resume_length,jd_length,length_ratio,role_in_resume,seniority_match,skill_diversity
0.05399,0.531465,0.263459,8,0.5714285714285714,15,14,6,290,18,15.263157894736842,0,1,2
0.071458,0.559161,0.176554,7,0.4666666666666667,10,15,8,326,18,17.157894736842106,1,0,1
0.06427,0.6043,0.275326,10,0.7142857142857143,14,14,4,362,15,22.625,1,1,3
0.090341,0.681378,0.232874,5,0.35714285714285715,8,14,9,383,20,18.238095238095237,1,0,0
0.060362,0.649855,0.178649,11,0.7333333333333333,19,15,4,367,20,17.476190476190474,1,0,3
0.093174,0.511699,0.149556,11,0.6875,22,16,5,426,18,22.42105263157895,1,0,2
0.071647,0.611773,0.057354,11,0.6875,20,16,5,351,20,16.714285714285715,1,1,3
0.190338,0.778612,0.247506,8,0.5333333333333333,17,15,7,323,27,11.535714285714286,0,0,1
0.063305,0.420693,0.149862,11,0.7333333333333333,20,15,4,391,20,18.61904761904762,1,0,2
0.042603,0.561548,0.249282,7,0.4666666666666667,10,15,8,423,25,16.26923076923077,1,1,2
0.091783,0.553257,0.337497,11,0.6875,30,16,5,364,20,17.333333333333332,1,1,5
0.073595,0.596415,0.337088,10,0.5555555555555556,23,18,8,352,26,13.037037037037036,1,1,4
0.10037,0.500037,0.267014,12,0.8,21,15,3,412,21,18.727272727272727,1,0,2
0.12278,0.515175,0.17111,9,0.6,13,15,6,350,17,19.444444444444443,1,0,3
0.078928,0.56092,0.185819,7,0.4666666666666667,10,15,8,293,18,15.421052631578947,1,1,1
0.136319,0.505028,0.213864,8,0.47058823529411764,22,17,9,365,18,19.210526315789473,1,1,2
0.071286,0.680767,0.378495,9,0.6,17,15,6,316,24,12.64,1,0,2
0.053373,0.394931,0.271153,10,0.6666666666666666,30,15,5,369,22,16.043478260869566,1,0,4
0.110456,0.564606,0.452177,9,0.5294117647058824,22,17,8,365,18,19.210526315789473,1,1,3
0.102675,0.411257,0.502643,10,0.625,21,16,6,379,20,18.047619047619047,1,0,2
0.126557,0.608337,0.089306,11,0.6875,18,16,5,325,26,12.037037037037036,1,0,2
0.11164,0.430278,0.275351,9,0.6,24,15,6,356,17,19.77777777777778,1,0,4
0.059264,0.43419,0.333909,10,0.6666666666666666,21,15,5,309,22,13.434782608695652,1,0,2
0.116362,0.55958,0.167566,6,0.42857142857142855,9,14,8,320,20,15.238095238095237,1,0,2
0.094632,0.628349,0.166829,10,0.5882352941176471,24,17,7,397,21,18.045454545454547,1,0,4
0.115496,0.54085,0.218642,5,0.38461538461538464,12,13,8,323,20,15.380952380952381,1,0,2
0.105505,0.620837,0.181039,8,0.5714285714285714,14,14,6,275,19,13.75,1,0,2
0.071717,0.576717,0.367053,12,0.75,21,16,4,309,22,13.434782608695652,1,0,2
0.124419,0.539612,0.414572,9,0.6,20,15,6,408,17,22.666666666666668,1,0,3
0.066081,0.486489,0.180641,9,0.6,19,15,6,430,16,25.294117647058822,1,0,3
0.047619,0.511977,0.376212,9,0.5,27,18,9,330,20,15.714285714285714,1,0,3
0.108568,0.535448,0.154833,9,0.5,28,18,9,356,17,19.77777777777778,1,0,3
0.133123,0.549812,0.292664,11,0.6875,21,16,5,341,24,13.64,1,0,2
0.064801,0.499339,0.290517,10,0.5882352941176471,25,17,7,364,25,14.0,1,1,3
0.050259,0.698281,0.384394,7,0.5,9,14,7,420,20,20.0,1,0,1
0.095271,0.506511,0.554401,13,0.8125,22,16,3,398,22,17.304347826086957,1,0,3
0.067553,0.563859,0.287015,8,0.5333333333333333,16,15,7,354,25,13.615384615384615,1,1,2
0.022738,0.618551,0.04614,10,0.7142857142857143,20,14,4,305,21,13.863636363636363,0,0,2
0.050024,0.465761,0.347954,10,0.625,22,16,6,368,24,14.72,1,0,3
0.100056,0.35142,0.326532,8,0.5,17,16,8,328,24,13.12,1,1,2
0.085482,0.605917,0.364244,10,0.5263157894736842,27,19,9,391,24,15.64,1,0,5
0.044962,0.63619,0.074131,10,0.7142857142857143,17,14,4,348,22,15.130434782608695,0,0,1
0.107504,0.529115,0.284348,8,0.5333333333333333,18,15,7,350,18,18.42105263157895,1,0,3
0.111279,0.522216,0.119901,10,0.5882352941176471,21,17,7,392,20,18.666666666666668,1,0,4
0.09995,0.520042,0.002937,8,0.5333333333333333,19,15,7,476,19,23.8,1,0,3
0.086391,0.656725,0.401495,9,0.6,22,15,6,376,24,15.04,1,0,3
0.050661,0.606065,0.44035,9,0.6428571428571429,14,14,5,269,20,12.80952380952381,1,0,1
0.087137,0.443325,0.239601,8,0.5333333333333333,15,15,7,335,20,15.952380952380953,0,0,2
0.064045,0.443334,0.263327,9,0.6,24,15,6,349,20,16.61904761904762,1,0,4
0.053976,0.47192,0.206773,8,0.5333333333333333,11,15,7,407,25,15.653846153846153,1,0,3
0.06824,0.466007,0.372808,8,0.5333333333333333,15,15,7,308,20,14.666666666666666,0,0,1
0.035099,0.472697,0.128421,9,0.5,31,18,9,332,22,14.434782608695652,1,0,3
0.055218,0.632409,0.323868,9,0.6428571428571429,13,14,5,335,21,15.227272727272727,0,0,1
0.057209,0.590952,0.390971,11,0.6470588235294118,28,17,6,405,25,15.576923076923077,1,1,3
0.09409,0.57607,0.220314,6,0.4,7,15,9,348,22,15.130434782608695,1,1,1
0.265699,0.639914,0.318758,7,0.5,14,14,7,318,27,11.357142857142858,1,1,1
0.063055,0.589589,0.237492,13,0.7647058823529411,20,17,4,377,20,17.952380952380953,1,0,2
0.067146,0.483216,0.257118,12,0.631578947368421,27,19,7,407,16,23.941176470588236,1,1,3
0.085038,0.546317,0.206817,7,0.4375,20,16,9,403,20,19.19047619047619,1,1,2
0.061495,0.491892,0.477263,13,0.7222222222222222,23,18,5,353,26,13.074074074074074,1,0,4
0.024445,0.578898,0.28075,6,0.42857142857142855,15,14,8,291,26,10.777777777777779,0,0,1
0.151764,0.587976,0.240766,11,0.6470588235294118,25,17,6,352,19,17.6,1,0,3
0.106911,0.651196,0.306313,9,0.5625,18,16,7,403,20,19.19047619047619,1,1,4
0.123891,0.550713,0.231618,9,0.5625,14,16,7,382,22,16.608695652173914,1,0,2
0.046873,0.519861,0.386486,10,0.625,18,16,6,420,25,16.153846153846153,1,1,4
0.0776,0.497406,0.233337,7,0.5,17,14,7,400,18,21.05263157894737,1,1,3
0.060528,0.656675,0.215344,7,0.5,12,14,7,342,20,16.285714285714285,1,0,1
0.064583,0.492547,0.099568,8,0.5333333333333333,18,15,7,285,20,13.571428571428571,1,0,3
0.121297,0.580493,0.453268,8,0.5333333333333333,22,15,7,338,20,16.095238095238095,1,0,4
0.063525,0.519544,0.314266,10,0.5555555555555556,29,18,8,392,22,17.043478260869566,1,0,5
0.056273,0.499038,0.352239,10,0.5555555555555556,32,18,8,375,19,18.75,1,0,5
0.04747,0.480158,0.150426,10,0.5555555555555556,31,18,8,341,16,20.058823529411764,1,1,5
0.062443,0.601571,0.229591,7,0.5,11,14,7,371,20,17.666666666666668,1,0,1
0.113858,0.324229,0.386107,7,0.4666666666666667,13,15,8,366,18,19.263157894736842,1,0,2
0.040074,0.556029,0.262947,7,0.4666666666666667,16,15,8,484,25,18.615384615384617,1,1,2
0.050371,0.684134,0.429383,8,0.5714285714285714,11,14,6,298,20,14.19047619047619,1,0,1
0.046816,0.599163,0.227328,9,0.6428571428571429,20,14,5,418,19,20.9,1,0,5
0.073113,0.487528,0.017045,8,0.5,19,16,8,347,22,15.08695652173913,1,0,3
0.101519,0.543252,0.130306,11,0.7333333333333333,21,15,4,319,21,14.5,1,0,3
0.052673,0.56058,0.274167,10,0.7142857142857143,22,14,4,363,21,16.5,0,0,3
0.049519,0.62016,0.244154,8,0.5714285714285714,14,14,6,347,22,15.08695652173913,1,0,2
0.053688,0.50325,0.305267,9,0.5625,23,16,7,349,22,15.173913043478262,1,0,3
0.045258,0.530635,0.393652,11,0.6111111111111112,26,18,7,386,23,16.083333333333332,1,0,4
0.039106,0.574223,0.262923,9,0.5294117647058824,26,17,8,384,20,18.285714285714285,1,0,5
0.062053,0.477599,0.235021,12,0.631578947368421,31,19,7,402,18,21.157894736842106,1,0,4
0.04365,0.398579,0.348025,10,0.7142857142857143,36,14,4,356,20,16.952380952380953,1,0,4
0.071596,0.562869,0.280731,8,0.5333333333333333,20,15,7,386,23,16.083333333333332,1,0,3
0.057579,0.630088,0.380804,10,0.6666666666666666,25,15,5,420,17,23.333333333333332,1,0,3
0.072305,0.51472,0.27233,7,0.4666666666666667,11,15,8,386,25,14.846153846153847,1,0,3
0.058831,0.57948,0.448471,10,0.5555555555555556,29,18,8,356,22,15.478260869565217,1,0,4
0.062469,0.566613,0.207384,8,0.5714285714285714,15,14,6,297,22,12.91304347826087,1,1,3
0.086049,0.527766,0.522659,10,0.5882352941176471,22,17,7,363,22,15.782608695652174,1,0,4
0.045107,0.587768,0.215171,7,0.5,12,14,7,333,22,14.478260869565217,1,1,1
0.060605,0.520378,0.380473,8,0.5333333333333333,20,15,7,395,19,19.75,1,0,2
0.064601,0.686812,0.228646,8,0.5714285714285714,14,14,6,409,19,20.45,1,0,1
0.091674,0.666785,0.268908,13,0.7647058823529411,24,17,4,397,24,15.88,1,0,4
0.077536,0.625187,0.080924,7,0.5384615384615384,12,13,6,356,22,15.478260869565217,1,1,2
0.052862,0.511776,0.15612,7,0.5,14,14,7,376,19,18.8,1,0,2
0.171544,0.409643,0.142308,10,0.6666666666666666,22,15,5,329,19,16.45,1,0,3
0.075415,0.529361,-0.004548,9,0.5294117647058824,17,17,8,367,22,15.956521739130435,1,0,3
0.052711,0.494606,0.19708,7,0.5,11,14,7,393,22,17.08695652173913,1,1,1
0.081797,0.620155,0.302295,9,0.5625,20,16,7,397,19,19.85,1,1,4
0.061517,0.413751,0.233155,9,0.6,20,15,6,383,15,23.9375,1,0,3
0.149421,0.773697,0.344924,9,0.6428571428571429,13,14,5,369,25,14.192307692307692,1,0,2
0.082759,0.564258,0.303994,10,0.5555555555555556,30,18,8,356,17,19.77777777777778,1,0,4
0.04731,0.324693,0.247111,10,0.625,30,16,6,403,18,21.210526315789473,1,0,3
0.08683,0.447376,0.158467,7,0.4666666666666667,15,15,8,372,22,16.17391304347826,1,1,1
0.056043,0.547414,0.209976,8,0.5714285714285714,11,14,6,305,24,12.2,0,0,0
0.044038,0.478749,0.262614,11,0.5789473684210527,27,19,8,371,25,14.26923076923077,1,1,4
0.062979,0.589676,0.291607,7,0.5,12,14,7,334,20,15.904761904761905,1,0,1
0.09965,0.576749,0.125036,10,0.6666666666666666,20,15,5,266,22,11.565217391304348,1,0,2
0.051031,0.501061,0.406409,10,0.5555555555555556,26,18,8,337,19,16.85,1,0,5
0.090066,0.648502,0.429944,10,0.6666666666666666,17,15,5,374,25,14.384615384615385,1,0,4
0.070273,0.392522,0.291643,10,0.6666666666666666,24,15,5,389,19,19.45,1,0,3
0.114336,0.685403,0.269466,7,0.4666666666666667,17,15,8,326,22,14.173913043478262,1,0,3
0.074439,0.593664,0.290644,7,0.4666666666666667,9,15,8,307,20,14.619047619047619,1,0,1
0.061794,0.533037,0.143872,8,0.5,18,16,8,342,22,14.869565217391305,1,0,2
0.079187,0.652804,0.29427,9,0.6923076923076923,16,13,4,340,22,14.782608695652174,1,1,2
0.053885,0.612338,0.225952,8,0.5333333333333333,13,15,7,313,26,11.592592592592593,0,1,1
0.140788,0.478782,0.344793,10,0.6666666666666666,16,15,5,376,18,19.789473684210527,1,0,2
0.098519,0.565936,0.306976,9,0.5294117647058824,25,17,8,438,18,23.05263157894737,1,1,4
0.046601,0.558141,0.213636,6,0.46153846153846156,14,13,7,441,20,21.0,1,0,2
0.081782,0.582342,0.236858,10,0.625,24,16,6,379,19,18.95,1,1,2
0.108357,0.568164,0.412984,8,0.47058823529411764,28,17,9,397,26,14.703703703703704,1,0,4
0.081905,0.564293,0.461835,9,0.5,29,18,9,320,17,17.77777777777778,1,0,4
0.061121,0.513071,0.143459,9,0.6,19,15,6,335,20,15.952380952380953,1,0,3
0.154041,0.710144,0.149752,8,0.5714285714285714,19,14,6,320,25,12.307692307692308,1,1,4
0.046881,0.567951,0.096652,11,0.7857142857142857,17,14,3,320,22,13.91304347826087,0,0,1
0.083902,0.608459,0.339286,11,0.5789473684210527,31,19,8,354,24,14.16,1,0,5
0.077515,0.630229,0.275716,9,0.6923076923076923,23,13,4,393,20,18.714285714285715,1,1,3
0.083394,0.508423,0.211883,7,0.4117647058823529,20,17,10,388,18,20.42105263157895,1,1,4
0.126102,0.665569,0.584422,9,0.5625,15,16,7,354,22,15.391304347826088,1,0,2
0.087081,0.691445,0.397083,8,0.6153846153846154,19,13,5,381,20,18.142857142857142,1,1,1
0.059534,0.523169,0.085506,10,0.5263157894736842,27,19,9,417,22,18.130434782608695,1,1,4
0.110245,0.457534,0.144057,5,0.3333333333333333,9,15,10,319,16,18.764705882352942,1,1,2
0.068475,0.432617,0.490646,10,0.625,20,16,6,329,26,12.185185185185185,1,1,2
0.053756,0.377207,0.194677,11,0.6470588235294118,21,17,6,310,18,16.31578947368421,1,0,2
0.047133,0.7019,0.356386,6,0.42857142857142855,11,14,8,324,21,14.727272727272727,0,0,0
0.050065,0.497882,0.247091,13,0.8666666666666667,30,15,2,370,20,17.61904761904762,1,0,4
0.060603,0.548481,0.154761,10,0.5555555555555556,17,18,8,397,26,14.703703703703704,1,1,3
0.044649,0.465501,0.182847,11,0.5789473684210527,27,19,8,395,18,20.789473684210527,1,0,4
0.147419,0.559103,0.286357,8,0.5714285714285714,13,14,6,361,26,13.37037037037037,0,0,1
0.073907,0.451573,0.325719,7,0.5,18,14,7,359,15,22.4375,1,1,4
0.052587,0.484922,0.395451,8,0.4444444444444444,23,18,10,353,19,17.65,1,0,4
0.095825,0.75416,0.435505,8,0.5714285714285714,13,14,6,314,24,12.56,1,1,1
0.071855,0.617358,0.204058,7,0.5384615384615384,15,13,6,338,22,14.695652173913043,1,1,2
0.071957,0.663086,0.349507,8,0.5714285714285714,13,14,6,436,17,24.22222222222222,1,0,2
0.042279,0.466328,0.362307,11,0.5789473684210527,27,19,8,359,22,15.608695652173912,1,1,5
0.114693,0.513229,0.253494,9,0.5,25,18,9,356,24,14.24,1,1,3
0.090893,0.548231,0.202127,8,0.5714285714285714,14,14,6,352,19,17.6,1,0,2
0.055064,0.599067,0.146059,9,0.6428571428571429,16,14,5,419,19,20.95,1,0,2
0.119256,0.451121,0.253493,10,0.6666666666666666,20,15,5,314,21,14.272727272727273,1,0,2
0.046805,0.50987,0.06975,12,0.7058823529411765,23,17,5,332,25,12.76923076923077,1,1,3
0.082995,0.653573,0.057463,11,0.6470588235294118,19,17,6,305,24,12.2,1,0,2
0.067224,0.475237,0.373579,9,0.5625,29,16,7,315,24,12.6,1,1,4
0.032504,0.54357,0.123419,8,0.5714285714285714,13,14,6,283,24,11.32,0,0,1
0.065023,0.577579,0.394281,11,0.6111111111111112,24,18,7,397,22,17.26086956521739,1,0,4
0.081802,0.412357,0.195755,8,0.5333333333333333,17,15,7,392,18,20.63157894736842,1,1,3
0.085129,0.567397,0.220725,7,0.3888888888888889,16,18,11,358,26,13.25925925925926,1,1,2
0.080311,0.557125,0.227316,10,0.625,20,16,6,356,20,16.952380952380953,1,1,3
0.092934,0.545417,0.206132,11,0.6875,18,16,5,311,17,17.27777777777778,1,0,2
0.094057,0.538679,0.489018,10,0.5882352941176471,26,17,7,412,20,19.61904761904762,1,0,5
0.144301,0.621258,0.256223,10,0.5882352941176471,27,17,7,374,25,14.384615384615385,1,0,5
0.072226,0.49435,0.177575,11,0.6470588235294118,22,17,6,330,22,14.347826086956522,1,1,2
0.090682,0.621727,0.404011,8,0.5714285714285714,17,14,6,274,20,13.047619047619047,1,0,2
0.104085,0.608084,0.205043,7,0.5,15,14,7,360,22,15.652173913043478,1,0,2
0.025685,0.570846,0.201802,10,0.6666666666666666,18,15,5,327,26,12.11111111111111,0,1,1
0.130523,0.392915,0.130396,8,0.5333333333333333,17,15,7,345,16,20.294117647058822,1,0,2
0.077369,0.540044,0.281504,6,0.42857142857142855,15,14,8,336,19,16.8,0,0,2
0.080372,0.538073,0.222348,11,0.6111111111111112,20,18,7,348,26,12.88888888888889,1,1,4
0.091786,0.512276,0.190563,8,0.6153846153846154,19,13,5,375,20,17.857142857142858,1,0,2
0.063487,0.500618,0.054503,14,0.875,30,16,2,331,22,14.391304347826088,1,0,4
0.095914,0.564799,0.549166,11,0.6875,18,16,5,404,22,17.565217391304348,1,0,2
0.075255,0.573231,0.232584,11,0.6111111111111112,19,18,7,356,24,14.24,1,0,2
0.141705,0.597497,0.272025,10,0.625,23,16,6,379,27,13.535714285714286,1,1,4
0.117034,0.662687,0.091377,7,0.4666666666666667,11,15,8,382,22,16.608695652173914,1,0,3
0.076132,0.668885,0.18804,8,0.5714285714285714,12,14,6,347,20,16.523809523809526,1,1,1
0.042738,0.437721,0.018903,10,0.625,20,16,6,438,22,19.043478260869566,1,1,3
0.069576,0.644294,0.291059,8,0.5714285714285714,23,14,6,347,22,15.08695652173913,1,0,4
0.038362,0.408067,0.236731,9,0.47368421052631576,28,19,10,346,22,15.043478260869565,1,1,3
0.036184,0.591282,0.220948,8,0.5333333333333333,13,15,7,290,26,10.74074074074074,0,1,1
0.059219,0.507033,0.273386,11,0.7333333333333333,21,15,4,314,22,13.652173913043478,1,0,3
0.072581,0.547094,0.194488,10,0.5555555555555556,24,18,8,350,26,12.962962962962964,1,1,4
0.115379,0.738941,0.228745,8,0.5714285714285714,17,14,6,371,24,14.84,1,1,2
0.118297,0.654859,0.484527,11,0.6470588235294118,22,17,6,374,22,16.26086956521739,1,0,4
0.07467,0.450445,0.451049,11,0.6875,19,16,5,314,26,11.62962962962963,1,0,2
0.100828,0.422703,0.481605,11,0.6111111111111112,24,18,7,349,24,13.96,1,1,3
0.091021,0.483649,0.247395,13,0.8125,22,16,3,308,15,19.25,1,1,2
0.065509,0.57865,0.089145,9,0.5625,18,16,7,354,24,14.16,1,0,3
0.044685,0.618181,0.209426,11,0.7857142857142857,23,14,3,336,22,14.608695652173912,0,0,2
0.097989,0.551955,0.260731,10,0.5882352941176471,15,17,7,345,24,13.8,1,0,3
0.052803,0.54946,0.248543,12,0.75,24,16,4,380,25,14.615384615384615,1,1,3
0.112482,0.569492,0.306928,10,0.5882352941176471,21,17,7,333,22,14.478260869565217,1,0,5
0.100521,0.564201,0.438561,10,0.5882352941176471,19,17,7,337,20,16.047619047619047,1,1,4
0.080118,0.544284,0.259185,9,0.6923076923076923,15,13,4,353,20,16.80952380952381,1,1,3
0.176539,0.616239,0.167519,9,0.6,12,15,6,370,23,15.416666666666666,1,0,2
0.121333,0.479852,0.506757,11,0.6470588235294118,23,17,6,367,18,19.31578947368421,1,1,4
0.047072,0.561081,0.423275,8,0.5714285714285714,16,14,6,395,20,18.80952380952381,1,0,3
0.083291,0.408464,0.124953,9,0.6,22,15,6,364,16,21.41176470588235,1,1,4
0.120688,0.550031,0.317295,5,0.3333333333333333,11,15,10,359,18,18.894736842105264,1,1,3
0.058881,0.533584,0.220565,9,0.6428571428571429,16,14,5,338,20,16.095238095238095,1,0,2
0.064224,0.533281,0.289309,9,0.6,26,15,6,423,17,23.5,1,0,3
0.060569,0.48915,0.360921,9,0.47368421052631576,30,19,10,370,18,19.473684210526315,1,0,5
0.105592,0.437003,0.319145,9,0.5294117647058824,21,17,8,406,20,19.333333333333332,1,0,3
0.08711,0.671649,0.265207,10,0.625,22,16,6,407,22,17.695652173913043,1,1,2
0.054512,0.581154,0.0633,10,0.6666666666666666,21,15,5,375,22,16.304347826086957,1,0,3
0.05836,0.618364,0.225974,9,0.6428571428571429,17,14,5,377,20,17.952380952380953,1,0,3
0.043555,0.547824,0.400185,11,0.5789473684210527,23,19,8,333,18,17.526315789473685,1,0,4
0.083706,0.580271,0.140051,7,0.5,13,14,7,316,18,16.63157894736842,1,1,2
0.069618,0.467562,0.245529,13,0.7647058823529411,26,17,4,415,18,21.842105263157894,1,0,2
0.099714,0.634352,0.252982,4,0.2857142857142857,8,14,10,344,24,13.76,1,1,2
0.055031,0.510787,0.21242,10,0.5263157894736842,21,19,9,370,22,16.08695652173913,1,1,5
0.09785,0.616186,0.247112,8,0.6153846153846154,19,13,5,362,16,21.294117647058822,1,0,3
0.109554,0.505035,0.296096,10,0.5882352941176471,25,17,7,367,18,19.31578947368421,1,1,3
0.094364,0.534526,0.107589,9,0.6,16,15,6,376,22,16.347826086956523,1,0,3
0.040157,0.49165,0.219443,9,0.5625,14,16,7,330,24,13.2,0,1,2
0.067182,0.621259,0.447123,10,0.7142857142857143,19,14,4,374,20,17.80952380952381,1,1,3
0.124094,0.517731,0.359006,6,0.4,12,15,9,369,22,16.043478260869566,1,1,2
0.054831,0.450136,0.094664,9,0.6,21,15,6,394,20,18.761904761904763,1,0,5
0.06271,0.57067,0.288282,6,0.4,15,15,9,413,25,15.884615384615385,1,1,2
0.071611,0.501624,0.168953,9,0.6,11,15,6,357,22,15.521739130434783,1,0,1
0.119067,0.611184,0.304821,12,0.8,15,15,3,342,22,14.869565217391305,1,1,2
0.066041,0.556205,0.429762,14,0.7777777777777778,25,18,4,340,22,14.782608695652174,1,0,4
0.023115,0.501747,0.319266,10,0.7142857142857143,17,14,4,247,24,9.88,0,0,1
0.092194,0.655937,0.259796,9,0.6428571428571429,15,14,5,344,20,16.38095238095238,1,0,3
0.042623,0.594629,0.262575,9,0.6,15,15,6,321,25,12.346153846153847,1,1,3
0.116215,0.655457,0.253483,9,0.6923076923076923,19,13,4,379,17,21.055555555555557,1,1,3
0.104079,0.533733,0.419501,9,0.5294117647058824,22,17,8,381,25,14.653846153846153,1,0,3
0.105439,0.66892,0.308602,7,0.5,14,14,7,192,17,10.666666666666666,1,0,3
0.181106,0.598254,0.286249,11,0.6875,19,16,5,352,25,13.538461538461538,1,0,2
0.089534,0.443199,0.121695,12,0.8,20,15,3,379,21,17.227272727272727,1,0,4
0.056844,0.510586,0.218789,8,0.5333333333333333,17,15,7,362,22,15.73913043478261,1,1,2
0.068257,0.402425,0.07975,11,0.6875,25,16,5,295,16,17.352941176470587,1,1,3
0.092608,0.420691,0.117064,8,0.5,14,16,8,369,22,16.043478260869566,1,1,2
0.053199,0.565041,0.286471,12,0.631578947368421,32,19,7,429,24,17.16,1,0,4
0.043883,0.551486,0.076472,9,0.6,15,15,6,336,25,12.923076923076923,1,1,2
0.087441,0.573127,0.179061,7,0.5,11,14,7,346,22,15.043478260869565,1,0,2
0.094146,0.469955,0.282518,8,0.5714285714285714,15,14,6,300,19,15.0,0,0,2
0.049725,0.589101,0.108774,10,0.7142857142857143,19,14,4,395,19,19.75,1,0,3
0.077804,0.470485,0.39395,10,0.6666666666666666,23,15,5,315,17,17.5,1,0,4
0.08157,0.734952,0.244667,10,0.5555555555555556,31,18,8,412,23,17.166666666666668,1,0,4
0.107062,0.611993,0.228201,12,0.7058823529411765,23,17,5,392,18,20.63157894736842,1,1,2
0.04668,0.580795,0.480622,9,0.6428571428571429,16,14,5,402,20,19.142857142857142,1,0,3
0.127572,0.597136,0.086381,9,0.5625,18,16,7,433,22,18.82608695652174,1,0,2
0.071753,0.39204,0.342533,7,0.4666666666666667,17,15,8,347,15,21.6875,1,1,3
0.072591,0.54996,0.054843,6,0.46153846153846156,11,13,7,330,17,18.333333333333332,1,1,3
0.102532,0.433521,0.281972,13,0.7647058823529411,24,17,4,387,24,15.48,1,1,2
0.073589,0.685192,0.41455,9,0.5,29,18,9,413,23,17.208333333333332,1,0,5
0.057734,0.559329,0.250096,6,0.46153846153846156,12,13,7,340,20,16.19047619047619,1,0,1
0.064469,0.54943,0.319977,9,0.6,27,15,6,325,20,15.476190476190476,1,0,3
0.054033,0.538788,0.360502,12,0.8,26,15,3,449,17,24.944444444444443,1,0,3
